URL,Parcel ID,Tax Deed Date,Tax Deed Price,Bldg Value,Land Value,FLIP Date,FLIP Price,Instrument,Qualified,Vacant/Imp
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0846060000,084606-0000,"Wednesday January 15, 2025","$16,400.00",$0.00,"$12,015.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0104110000,010411-0000,"Wednesday January 29, 2025","$194,200.00","$194,225.00","$83,160.00",10/1/2025,"$299,000.00",WD - Warranty Deed,Qualified,Improved
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1769830000,176983-0000,"Wednesday February 12, 2025","$6,100.00",$0.00,$509.00,N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1440330000,144033-0000,"Wednesday February 12, 2025","$143,000.00",MANUAL REVIEW,MANUAL REVIEW,MANUAL REVIEW,MANUAL REVIEW,MANUAL REVIEW,MANUAL REVIEW,MANUAL REVIEW
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1222010000,122201-0000,"Wednesday February 12, 2025","$25,600.00","$18,906.00","$6,240.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1677810000,167781-0000,"Wednesday February 26, 2025","$21,400.00",$0.00,"$2,220.00",8/6/2025,$100.00,QC - Quit Claim,Unqualified,Vacant
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1677810000,167781-0000,"Wednesday February 26, 2025","$21,400.00",$0.00,"$2,220.00",4/8/2025,$100.00,AG - Agreement for Deed,Unqualified,Vacant
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0506050000,050605-0000,"Wednesday March 12, 2025","$17,700.00",$0.00,"$16,063.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1267570000,126757-0000,"Wednesday March 12, 2025","$8,500.00",$0.00,"$9,450.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1621092860,162109-2860,"Wednesday March 12, 2025","$272,000.00","$211,899.00","$110,000.00",11/14/2025,"$434,900.00",WD - Warranty Deed,Qualified,Improved
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1621092860,162109-2860,"Wednesday March 12, 2025","$272,000.00","$211,899.00","$110,000.00",7/8/2025,$100.00,QC - Quit Claim,Unqualified,Improved
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0065790500,006579-0500,"Wednesday March 12, 2025","$29,300.00","$18,890.00","$50,925.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0299630090,029963-0090,"Wednesday March 12, 2025","$11,600.00",$0.00,"$11,700.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0158450000,015845-0000,"Wednesday April 16, 2025","$37,600.00",$0.00,"$37,852.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1386890000,138689-0000,"Wednesday April 16, 2025","$6,200.00",$0.00,"$4,690.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0028720060,002872-0060,"Wednesday April 16, 2025","$16,400.00",$0.00,"$4,474.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1468170000,146817-0000,"Wednesday May 14, 2025","$161,100.00","$135,796.00","$99,840.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0638010000,063801-0000,"Wednesday May 14, 2025","$101,100.00","$21,749.00","$28,875.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0526040000,052604-0000,"Wednesday May 14, 2025","$11,000.00",$0.00,"$17,800.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0273510000,027351-0000,"Wednesday May 14, 2025","$16,400.00",$0.00,"$22,189.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0516240000,051624-0000,"Wednesday May 14, 2025","$40,100.00","$35,324.00","$9,968.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1688710102,168871-0102,"Wednesday May 14, 2025","$145,800.00","$180,000.00",$0.00,N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0453590000,045359-0000,"Wednesday May 14, 2025","$27,100.00","$37,338.00","$16,567.00",8/1/2025,$100.00,QC - Quit Claim,Unqualified,Improved
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0855190000,085519-0000,"Wednesday May 28, 2025","$23,600.00","$21,548.00","$12,322.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1083561000,108356-1000,"Wednesday June 11, 2025","$2,045.21",$0.00,$760.00,N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1083570000,108357-0000,"Wednesday June 11, 2025","$1,535.88",$0.00,"$1,020.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1565240000,156524-0000,"Wednesday June 11, 2025","$6,100.00",$0.00,$595.00,N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0456180000,045618-0000,"Wednesday June 11, 2025","$7,600.00",$0.00,"$7,133.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0508710000,050871-0000,"Wednesday June 11, 2025","$10,100.00",$0.00,"$18,601.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0769420000,076942-0000,"Wednesday June 11, 2025","$18,000.00",$0.00,"$13,041.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0457190000,045719-0000,"Wednesday June 11, 2025","$6,000.00",$0.00,"$6,195.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0457210000,045721-0000,"Wednesday June 11, 2025","$12,600.00",$0.00,"$12,685.00",7/18/2025,$100.00,WD - Warranty Deed,Unqualified,Vacant
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0537030700,053703-0700,"Wednesday June 11, 2025","$7,000.00",$0.00,"$9,261.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0545320000,054532-0000,"Wednesday June 11, 2025","$7,300.00",$0.00,"$8,566.00",11/17/2025,$100.00,QC - Quit Claim,Unqualified,Vacant
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0001100000,000110-0000,"Wednesday June 11, 2025","$4,100.00",$0.00,"$16,575.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1129820000,112982-0000,"Wednesday June 11, 2025","$8,000.00",$0.00,"$18,000.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0508690000,050869-0000,"Wednesday June 25, 2025","$1,200.00",$0.00,"$18,601.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0339840010,033984-0010,"Wednesday July 16, 2025","$58,100.00",$0.00,"$22,425.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0416410000,041641-0000,"Wednesday July 16, 2025","$22,600.00",$0.00,"$65,620.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0200319900,020031-9900,"Wednesday July 16, 2025","$6,800.00",$0.00,"$6,713.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0877900000,087790-0000,"Wednesday July 16, 2025","$17,800.00",$0.00,"$12,905.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0232530000,023253-0000,"Wednesday July 16, 2025","$5,100.00",$0.00,"$7,560.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0847800000,084780-0000,"Wednesday July 16, 2025","$13,900.00",$0.00,"$11,792.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1227350000,122735-0000,"Wednesday July 16, 2025","$2,300.00",$0.00,"$7,425.00",8/11/2025,$100.00,QC - Quit Claim,Unqualified,Vacant
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0474690000,047469-0000,"Wednesday July 16, 2025","$12,000.00",$0.00,"$11,348.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1145990000,114599-0000,"Wednesday July 16, 2025","$8,600.00",$0.00,"$13,095.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0414280000,041428-0000,"Wednesday July 16, 2025","$11,200.00",$0.00,"$26,775.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0377760000,037776-0000,"Wednesday July 16, 2025","$13,100.00",$0.00,"$44,496.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1441940100,144194-0100,"Wednesday July 16, 2025","$25,100.00",$0.00,"$18,188.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1598260000,159826-0000,"Wednesday July 16, 2025","$3,096.12",$0.00,"$12,425.00",11/23/2025,$100.00,QC - Quit Claim,Unqualified,Vacant
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1598260000,159826-0000,"Wednesday July 16, 2025","$3,096.12",$0.00,"$12,425.00",10/24/2025,$100.00,QC - Quit Claim,Unqualified,Vacant
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0761580000,076158-0000,"Wednesday July 16, 2025","$5,000.00",$0.00,"$8,662.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0125020700,012502-0700,"Wednesday July 16, 2025","$9,100.00",$0.00,$669.00,N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0458930000,045893-0000,"Wednesday July 16, 2025","$4,500.00",$0.00,"$9,983.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0458210000,045821-0000,"Wednesday July 16, 2025","$1,300.00",$0.00,"$10,335.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0638010010,063801-0010,"Wednesday July 16, 2025","$20,100.00",$0.00,"$25,500.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0487950000,048795-0000,"Wednesday July 16, 2025","$14,100.00","$1,330.00","$21,070.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0453830000,045383-0000,"Wednesday July 16, 2025","$40,100.00","$61,429.00","$13,275.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0400530000,040053-0000,"Wednesday July 16, 2025","$76,300.00","$38,419.00","$105,300.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0856040000,085604-0000,"Wednesday July 16, 2025","$10,800.00",$0.00,"$10,710.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0283630000,028363-0000,"Wednesday July 16, 2025","$55,100.00","$70,940.00","$31,920.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0365020000,036502-0000,"Wednesday July 16, 2025","$60,100.00","$127,661.00","$25,031.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0055680000,005568-0000,"Wednesday July 16, 2025","$68,100.00","$33,705.00","$66,537.00",8/12/2025,$100.00,WD - Warranty Deed,Unqualified,Improved
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1451780465,145178-0465,"Wednesday August 13, 2025","$1,830.58",$0.00,"$1,850.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0217000000,021700-0000,"Wednesday August 13, 2025","$2,100.00",$0.00,"$10,522.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0983890000,098389-0000,"Wednesday September 10, 2025","$35,100.00","$17,043.00","$56,595.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0583440000,058344-0000,"Wednesday September 10, 2025","$30,300.00","$91,200.00","$30,813.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0412140000,041214-0000,"Wednesday September 10, 2025","$50,500.00","$79,260.00","$23,400.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0350900000,035090-0000,"Wednesday September 10, 2025","$70,900.00","$70,590.00","$21,951.00",12/15/2025,$100.00,MS - Miscellaneous,Unqualified,Improved
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0287450000,028745-0000,"Wednesday September 10, 2025","$80,300.00","$96,325.00","$15,168.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0132560010,013256-0010,"Wednesday September 10, 2025","$61,100.00","$54,972.00","$39,285.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0868620000,086862-0000,"Wednesday September 10, 2025","$30,100.00","$32,389.00","$7,791.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0676360000,067636-0000,"Wednesday September 10, 2025","$85,900.00","$91,294.00","$30,225.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0374340000,037434-0000,"Wednesday September 10, 2025","$96,300.00",$0.00,"$65,000.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1062010010,106201-0010,"Wednesday September 10, 2025","$141,100.00",$8.00,"$280,166.00",12/19/2025,"$395,000.00",SW - Special Warranty,Qualified,Improved
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0413780000,041378-0000,"Wednesday September 10, 2025","$25,100.00",$0.00,"$24,570.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1639610020,163961-0020,"Wednesday September 10, 2025","$25,200.00",$0.00,"$62,985.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0533590000,053359-0000,"Wednesday September 10, 2025","$7,100.00",$0.00,"$10,350.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0476970020,047697-0020,"Wednesday September 10, 2025","$12,100.00",$524.00,"$11,348.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1318180000,131818-0000,"Wednesday September 10, 2025","$18,800.00",$0.00,"$8,910.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1137620100,113762-0100,"Wednesday September 10, 2025","$27,100.00","$2,998.00","$16,485.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0885180000,088518-0000,"Wednesday September 10, 2025","$8,100.00",$0.00,"$13,350.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0359330000,035933-0000,"Wednesday September 10, 2025","$8,000.00",$0.00,"$16,688.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0566540010,056654-0010,"Wednesday September 10, 2025","$30,100.00",$0.00,"$7,189.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0273430000,027343-0000,"Wednesday September 10, 2025","$35,100.00","$44,246.00","$8,455.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1143540000,114354-0000,"Wednesday September 10, 2025","$24,100.00",$0.00,"$6,199.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0526810000,052681-0000,"Wednesday September 10, 2025","$39,300.00","$26,558.00","$10,437.00",11/13/2025,$100.00,QC - Quit Claim,Unqualified,Improved
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0247880000,024788-0000,"Wednesday September 24, 2025","$21,300.00","$87,758.00","$29,760.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0298230000,029823-0000,"Wednesday September 24, 2025","$11,100.00",$103.00,"$38,675.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0586670000,058667-0000,"Wednesday September 24, 2025","$30,100.00","$6,718.00","$15,750.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0464860000,046486-0000,"Wednesday October 15, 2025","$30,400.00","$28,718.00","$14,018.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0268190010,026819-0010,"Wednesday October 15, 2025","$45,756.02","$53,197.00","$31,987.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0689240040,068924-0040,"Wednesday October 15, 2025","$5,900.00",$0.00,"$37,100.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0213160025,021316-0025,"Wednesday October 15, 2025","$22,100.00",$0.00,"$19,575.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0464830000,046483-0000,"Wednesday October 15, 2025","$60,100.00","$107,178.00","$14,018.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0888710000,088871-0000,"Wednesday October 15, 2025","$4,400.00",$0.00,"$13,350.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1064300010,106430-0010,"Wednesday October 15, 2025","$38,100.00","$31,897.00","$56,105.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0047460460,004746-0460,"Wednesday October 15, 2025","$27,600.00",$0.00,"$38,350.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0974900000,097490-0000,"Wednesday October 15, 2025","$29,500.00",$0.00,"$13,650.00",12/10/2025,"$67,000.00",WD - Warranty Deed,Qualified,Vacant
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0244980005,024498-0005,"Wednesday October 15, 2025","$26,100.00",$0.00,"$58,758.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0462250000,046225-0000,"Wednesday October 15, 2025","$13,800.00",$0.00,"$11,792.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1673020000,167302-0000,"Wednesday October 15, 2025","$53,700.00","$7,843.00","$80,000.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1315870000,131587-0000,"Wednesday October 15, 2025","$30,500.00","$32,645.00","$13,128.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0875620000,087562-0000,"Wednesday October 15, 2025","$12,300.00",$0.00,"$14,018.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0517090000,051709-0000,"Wednesday October 15, 2025","$7,300.00",$0.00,"$28,480.00",12/10/2025,"$21,000.00",WD - Warranty Deed,Qualified,Vacant
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0850010000,085001-0000,"Wednesday October 15, 2025","$50,400.00","$45,112.00","$9,078.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0054290000,005429-0000,"Wednesday October 15, 2025","$4,200.00",$0.00,"$28,200.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0467320000,046732-0000,"Wednesday October 15, 2025","$31,100.00","$35,622.00","$10,319.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0426970000,042697-0000,"Wednesday October 15, 2025","$44,600.00","$47,706.00","$40,000.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0405910010,040591-0010,"Wednesday October 15, 2025","$17,500.00",$0.00,"$56,812.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1083360000,108336-0000,"Wednesday October 15, 2025","$79,100.00",$0.00,"$159,750.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1053780000,105378-0000,"Wednesday October 15, 2025","$112,300.00","$95,874.00","$51,300.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0412230000,041223-0000,"Wednesday October 15, 2025","$47,600.00","$69,833.00","$22,916.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0361080000,036108-0000,"Wednesday October 15, 2025","$42,100.00","$60,520.00","$16,688.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0403340000,040334-0000,"Wednesday October 15, 2025","$23,300.00","$44,768.00","$9,177.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0282950000,028295-0000,"Wednesday October 15, 2025","$36,000.00","$54,180.00","$32,775.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0985390000,098539-0000,"Wednesday October 15, 2025","$113,100.00","$107,066.00","$67,500.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0196330060,019633-0060,"Wednesday October 15, 2025","$22,100.00","$20,506.00","$58,800.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0063660230,006366-0230,"Wednesday October 15, 2025","$20,000.00",$0.00,"$63,832.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0855610000,085561-0000,"Wednesday October 15, 2025","$4,500.00",$0.00,"$11,792.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0227720000,022772-0000,"Wednesday October 15, 2025","$4,000.00",$0.00,"$11,801.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0362200000,036220-0000,"Wednesday October 15, 2025","$11,100.00",$0.00,"$33,375.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0213160100,021316-0100,"Wednesday October 15, 2025","$15,100.00",$0.00,"$19,575.00",11/10/2025,"$37,500.00",QC - Quit Claim,Unqualified,Improved
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0364550000,036455-0000,"Wednesday October 15, 2025","$5,200.00",$0.00,"$16,688.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0834590000,083459-0000,"Wednesday October 15, 2025","$24,200.00",$0.00,"$73,292.00",10/28/2025,$100.00,WD - Warranty Deed,Unqualified,Improved
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0568770000,056877-0000,"Wednesday October 15, 2025","$30,200.00","$25,709.00","$55,180.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0732820000,073282-0000,"Wednesday October 15, 2025","$121,100.00",$0.00,"$200,038.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=1144670000,114467-0000,"Wednesday October 15, 2025","$56,100.00","$57,587.00","$18,770.00",N/A,N/A,N/A,N/A,N/A
https://paopropertysearch.coj.net/Basic/Detail.aspx?RE=0221520000,022152-0000,"Wednesday October 15, 2025","$30,100.00",$0.00,"$234,240.00",N/A,N/A,N/A,N/A,N/A
